image,class_id,x_center,y_center,width,height
pedestrians_mov-0000_jpg.rf.406d9e7831af57fa554da537d9a8b3ee.jpg,0,0.1109375,0.38984375,0.075,0.140625
pedestrians_mov-0002_jpg.rf.3d22a99f6a0588d387db8d0539a782e7.jpg,1,0.51484375,0.7984375,0.1453125,0.30390625
pedestrians_mov-0002_jpg.rf.3d22a99f6a0588d387db8d0539a782e7.jpg,1,0.8453125,0.62890625,0.075,0.1625
pedestrians_mov-0002_jpg.rf.3d22a99f6a0588d387db8d0539a782e7.jpg,1,0.8125,0.55546875,0.0703125,0.1296875
pedestrians_mov-0002_jpg.rf.3d22a99f6a0588d387db8d0539a782e7.jpg,1,0.878125,0.58046875,0.05078125,0.128125
pedestrians_mov-0002_jpg.rf.3d22a99f6a0588d387db8d0539a782e7.jpg,1,0.1796875,0.4515625,0.04609375,0.11796875
pedestrians_mov-0002_jpg.rf.3d22a99f6a0588d387db8d0539a782e7.jpg,0,0.09765625,0.43984375,0.05625,0.13203125
pedestrians_mov-0002_jpg.rf.3d22a99f6a0588d387db8d0539a782e7.jpg,0,0.3390625,0.3921875,0.04296875,0.0921875
pedestrians_mov-0002_jpg.rf.3d22a99f6a0588d387db8d0539a782e7.jpg,1,0.390625,0.39609375,0.03671875,0.1109375
pedestrians_mov-0002_jpg.rf.3d22a99f6a0588d387db8d0539a782e7.jpg,0,0.62578125,0.43359375,0.04296875,0.09609375
pedestrians_mov-0002_jpg.rf.3d22a99f6a0588d387db8d0539a782e7.jpg,0,0.6953125,0.4515625,0.05703125,0.12109375
pedestrians_mov-0002_jpg.rf.3d22a99f6a0588d387db8d0539a782e7.jpg,0,0.9859375,0.5109375,0.028125,0.1328125
pedestrians_mov-0005_jpg.rf.c29d85b7e5be86637c9a0e68a7f9fb48.jpg,1,0.51953125,0.78828125,0.1390625,0.3078125
pedestrians_mov-0005_jpg.rf.c29d85b7e5be86637c9a0e68a7f9fb48.jpg,1,0.7078125,0.70703125,0.0828125,0.2109375
pedestrians_mov-0005_jpg.rf.c29d85b7e5be86637c9a0e68a7f9fb48.jpg,1,0.66953125,0.628125,0.0765625,0.228125
pedestrians_mov-0005_jpg.rf.c29d85b7e5be86637c9a0e68a7f9fb48.jpg,2,0.94453125,0.55703125,0.0640625,0.1765625
pedestrians_mov-0005_jpg.rf.c29d85b7e5be86637c9a0e68a7f9fb48.jpg,2,0.9890625,0.61015625,0.021875,0.2078125
pedestrians_mov-0005_jpg.rf.c29d85b7e5be86637c9a0e68a7f9fb48.jpg,0,0.1015625,0.43515625,0.05625,0.15625
pedestrians_mov-0005_jpg.rf.c29d85b7e5be86637c9a0e68a7f9fb48.jpg,0,0.6921875,0.44765625,0.0421875,0.1015625
pedestrians_mov-0005_jpg.rf.c29d85b7e5be86637c9a0e68a7f9fb48.jpg,0,0.634375,0.43984375,0.0515625,0.10625
pedestrians_mov-0005_jpg.rf.c29d85b7e5be86637c9a0e68a7f9fb48.jpg,0,0.3859375,0.3796875,0.0296875,0.0875
pedestrians_mov-0005_jpg.rf.c29d85b7e5be86637c9a0e68a7f9fb48.jpg,3,0.45,0.38203125,0.028125,0.0921875
pedestrians_mov-0005_jpg.rf.c29d85b7e5be86637c9a0e68a7f9fb48.jpg,0,0.4265625,0.3734375,0.0265625,0.1046875
pedestrians_mov-0001_jpg.rf.9fd55bb827085c2b9c0124dc9c44d9bb.jpg,1,0.44453125,0.83203125,0.153125,0.2671875
pedestrians_mov-0001_jpg.rf.9fd55bb827085c2b9c0124dc9c44d9bb.jpg,1,0.7703125,0.55546875,0.06484375,0.1546875
pedestrians_mov-0001_jpg.rf.9fd55bb827085c2b9c0124dc9c44d9bb.jpg,1,0.8078125,0.6515625,0.10234375,0.19375
pedestrians_mov-0001_jpg.rf.9fd55bb827085c2b9c0124dc9c44d9bb.jpg,1,0.928125,0.5859375,0.08046875,0.2125
pedestrians_mov-0001_jpg.rf.9fd55bb827085c2b9c0124dc9c44d9bb.jpg,1,0.96171875,0.50078125,0.05078125,0.14921875
pedestrians_mov-0001_jpg.rf.9fd55bb827085c2b9c0124dc9c44d9bb.jpg,1,0.4984375,0.434375,0.03828125,0.1328125
pedestrians_mov-0001_jpg.rf.9fd55bb827085c2b9c0124dc9c44d9bb.jpg,1,0.37265625,0.4,0.05,0.11875
pedestrians_mov-0001_jpg.rf.9fd55bb827085c2b9c0124dc9c44d9bb.jpg,1,0.22890625,0.446875,0.06171875,0.1234375
pedestrians_mov-0001_jpg.rf.9fd55bb827085c2b9c0124dc9c44d9bb.jpg,0,0.103125,0.44375,0.07109375,0.12109375
pedestrians_mov-0003_jpg.rf.7ca509a53a7c6d51fd2eb407a02f11ba.jpg,1,0.63046875,0.74296875,0.18125,0.2828125
pedestrians_mov-0003_jpg.rf.7ca509a53a7c6d51fd2eb407a02f11ba.jpg,1,0.81796875,0.53515625,0.1296875,0.2265625
pedestrians_mov-0003_jpg.rf.7ca509a53a7c6d51fd2eb407a02f11ba.jpg,1,0.93515625,0.509375,0.11875,0.228125
pedestrians_mov-0003_jpg.rf.7ca509a53a7c6d51fd2eb407a02f11ba.jpg,1,0.87421875,0.47265625,0.1,0.2265625
pedestrians_mov-0003_jpg.rf.7ca509a53a7c6d51fd2eb407a02f11ba.jpg,1,0.12578125,0.52265625,0.0671875,0.15625
pedestrians_mov-0003_jpg.rf.7ca509a53a7c6d51fd2eb407a02f11ba.jpg,0,0.0859375,0.5265625,0.08125,0.178125
pedestrians_mov-0003_jpg.rf.7ca509a53a7c6d51fd2eb407a02f11ba.jpg,1,0.32265625,0.43984375,0.0625,0.1234375
pedestrians_mov-0004_jpg.rf.0fb567ff7693cd5c3c88c07f11d1bb86.jpg,1,0.47578125,0.81171875,0.1953125,0.2859375
pedestrians_mov-0004_jpg.rf.0fb567ff7693cd5c3c88c07f11d1bb86.jpg,1,0.65546875,0.696875,0.1625,0.296875
pedestrians_mov-0004_jpg.rf.0fb567ff7693cd5c3c88c07f11d1bb86.jpg,1,0.77734375,0.6046875,0.10625,0.3265625
pedestrians_mov-0004_jpg.rf.0fb567ff7693cd5c3c88c07f11d1bb86.jpg,1,0.959375,0.5765625,0.08125,0.21875
pedestrians_mov-0004_jpg.rf.0fb567ff7693cd5c3c88c07f11d1bb86.jpg,1,0.88046875,0.51328125,0.09375,0.2625
pedestrians_mov-0004_jpg.rf.0fb567ff7693cd5c3c88c07f11d1bb86.jpg,0,0.1046875,0.471875,0.0484375,0.1578125
pedestrians_mov-0004_jpg.rf.0fb567ff7693cd5c3c88c07f11d1bb86.jpg,1,0.06484375,0.47265625,0.053125,0.1453125
pedestrians_mov-0003_jpg.rf.c43c9c33297e8e05598f70f296070782.jpg,1,0.57734375,0.76484375,0.12890625,0.2625
pedestrians_mov-0003_jpg.rf.c43c9c33297e8e05598f70f296070782.jpg,1,0.80390625,0.60078125,0.08671875,0.2125
pedestrians_mov-0003_jpg.rf.c43c9c33297e8e05598f70f296070782.jpg,1,0.9234375,0.59921875,0.075,0.2171875
pedestrians_mov-0003_jpg.rf.c43c9c33297e8e05598f70f296070782.jpg,1,0.871875,0.55078125,0.05546875,0.21953125
pedestrians_mov-0003_jpg.rf.c43c9c33297e8e05598f70f296070782.jpg,1,0.12890625,0.44453125,0.03671875,0.1515625
pedestrians_mov-0003_jpg.rf.c43c9c33297e8e05598f70f296070782.jpg,0,0.08984375,0.43984375,0.04609375,0.17265625
pedestrians_mov-0003_jpg.rf.c43c9c33297e8e05598f70f296070782.jpg,1,0.3390625,0.4046875,0.0390625,0.1171875
pedestrians_mov-0005_jpg.rf.2d2284d0792d90d3060b600c05ebf135.jpg,1,0.4734375,0.78828125,0.1859375,0.325
pedestrians_mov-0005_jpg.rf.2d2284d0792d90d3060b600c05ebf135.jpg,1,0.6734375,0.73671875,0.1140625,0.2203125
pedestrians_mov-0005_jpg.rf.2d2284d0792d90d3060b600c05ebf135.jpg,1,0.64765625,0.653125,0.1109375,0.2359375
pedestrians_mov-0005_jpg.rf.2d2284d0792d90d3060b600c05ebf135.jpg,2,0.9296875,0.62578125,0.090625,0.184375
pedestrians_mov-0005_jpg.rf.2d2284d0792d90d3060b600c05ebf135.jpg,2,0.965625,0.68515625,0.0546875,0.2078125
pedestrians_mov-0005_jpg.rf.2d2284d0792d90d3060b600c05ebf135.jpg,0,0.1171875,0.3734375,0.0796875,0.1609375
pedestrians_mov-0005_jpg.rf.2d2284d0792d90d3060b600c05ebf135.jpg,0,0.6984375,0.47890625,0.0578125,0.10625
pedestrians_mov-0005_jpg.rf.2d2284d0792d90d3060b600c05ebf135.jpg,0,0.6421875,0.46171875,0.0671875,0.1109375
pedestrians_mov-0005_jpg.rf.2d2284d0792d90d3060b600c05ebf135.jpg,0,0.40546875,0.36328125,0.0421875,0.090625
pedestrians_mov-0005_jpg.rf.2d2284d0792d90d3060b600c05ebf135.jpg,3,0.46875,0.37578125,0.0421875,0.0953125
pedestrians_mov-0005_jpg.rf.2d2284d0792d90d3060b600c05ebf135.jpg,0,0.446875,0.3640625,0.0421875,0.1078125
pedestrians_mov-0002_jpg.rf.d47c5a2d671359bf48e01fcb4bb59c19.jpg,1,0.49921875,0.7984375,0.1609375,0.3109375
pedestrians_mov-0002_jpg.rf.d47c5a2d671359bf48e01fcb4bb59c19.jpg,1,0.83828125,0.646875,0.0828125,0.165625
pedestrians_mov-0002_jpg.rf.d47c5a2d671359bf48e01fcb4bb59c19.jpg,1,0.809375,0.571875,0.0765625,0.1328125
pedestrians_mov-0002_jpg.rf.d47c5a2d671359bf48e01fcb4bb59c19.jpg,1,0.8734375,0.6,0.0578125,0.13125
pedestrians_mov-0002_jpg.rf.d47c5a2d671359bf48e01fcb4bb59c19.jpg,1,0.1828125,0.43515625,0.0515625,0.1203125
pedestrians_mov-0002_jpg.rf.d47c5a2d671359bf48e01fcb4bb59c19.jpg,0,0.1015625,0.41875,0.0625,0.134375
pedestrians_mov-0002_jpg.rf.d47c5a2d671359bf48e01fcb4bb59c19.jpg,0,0.3453125,0.38359375,0.0484375,0.09375
pedestrians_mov-0002_jpg.rf.d47c5a2d671359bf48e01fcb4bb59c19.jpg,1,0.39609375,0.390625,0.0421875,0.1125
pedestrians_mov-0002_jpg.rf.d47c5a2d671359bf48e01fcb4bb59c19.jpg,0,0.62890625,0.440625,0.0484375,0.0984375
pedestrians_mov-0002_jpg.rf.d47c5a2d671359bf48e01fcb4bb59c19.jpg,0,0.69765625,0.46171875,0.0640625,0.1234375
pedestrians_mov-0002_jpg.rf.d47c5a2d671359bf48e01fcb4bb59c19.jpg,0,0.98359375,0.5359375,0.0328125,0.134375
pedestrians_mov-0002_jpg.rf.125aeff712636320bffd4c7b09fb0604.jpg,1,0.4578125,0.79609375,0.2,0.3265625
pedestrians_mov-0002_jpg.rf.125aeff712636320bffd4c7b09fb0604.jpg,1,0.8140625,0.6921875,0.1046875,0.1734375
pedestrians_mov-0002_jpg.rf.125aeff712636320bffd4c7b09fb0604.jpg,1,0.79609375,0.6140625,0.09375,0.140625
pedestrians_mov-0002_jpg.rf.125aeff712636320bffd4c7b09fb0604.jpg,1,0.85546875,0.65078125,0.075,0.1359375
pedestrians_mov-0002_jpg.rf.125aeff712636320bffd4c7b09fb0604.jpg,1,0.19453125,0.39140625,0.0671875,0.125
pedestrians_mov-0002_jpg.rf.125aeff712636320bffd4c7b09fb0604.jpg,0,0.11640625,0.3640625,0.0796875,0.140625
pedestrians_mov-0002_jpg.rf.125aeff712636320bffd4c7b09fb0604.jpg,0,0.3625,0.36328125,0.059375,0.0984375
pedestrians_mov-0002_jpg.rf.125aeff712636320bffd4c7b09fb0604.jpg,1,0.4125,0.37734375,0.0578125,0.115625
pedestrians_mov-0002_jpg.rf.125aeff712636320bffd4c7b09fb0604.jpg,0,0.6359375,0.45859375,0.0609375,0.103125
pedestrians_mov-0002_jpg.rf.125aeff712636320bffd4c7b09fb0604.jpg,0,0.70078125,0.48984375,0.0796875,0.1296875
pedestrians_mov-0002_jpg.rf.125aeff712636320bffd4c7b09fb0604.jpg,0,0.97421875,0.60234375,0.0515625,0.1359375
pedestrians_mov-0006_jpg.rf.c73808c6a788698767ba06c160fda6e4.jpg,1,0.61953125,0.74375,0.13125,0.2375
pedestrians_mov-0006_jpg.rf.c73808c6a788698767ba06c160fda6e4.jpg,1,0.79609375,0.62109375,0.1765625,0.2921875
pedestrians_mov-0006_jpg.rf.c73808c6a788698767ba06c160fda6e4.jpg,1,0.63671875,0.60390625,0.146875,0.2734375
pedestrians_mov-0006_jpg.rf.c73808c6a788698767ba06c160fda6e4.jpg,1,0.9625,0.4671875,0.075,0.175
pedestrians_mov-0006_jpg.rf.c73808c6a788698767ba06c160fda6e4.jpg,0,0.7046875,0.425,0.0921875,0.1625
pedestrians_mov-0006_jpg.rf.c73808c6a788698767ba06c160fda6e4.jpg,0,0.1,0.51015625,0.1234375,0.1828125
pedestrians_mov-0006_jpg.rf.c73808c6a788698767ba06c160fda6e4.jpg,0,0.5984375,0.378125,0.078125,0.1484375
pedestrians_mov-0000_jpg.rf.3b3d2e5d4dbdb27f057c9d1598c09e84.jpg,0,0.37734375,0.85078125,0.1875,0.21171875
pedestrians_mov-0000_jpg.rf.3b3d2e5d4dbdb27f057c9d1598c09e84.jpg,1,0.75703125,0.55390625,0.06953125,0.14140625
pedestrians_mov-0000_jpg.rf.3b3d2e5d4dbdb27f057c9d1598c09e84.jpg,1,0.7125,0.66484375,0.084375,0.15546875
pedestrians_mov-0000_jpg.rf.3b3d2e5d4dbdb27f057c9d1598c09e84.jpg,1,0.278125,0.43828125,0.04765625,0.1140625
pedestrians_mov-0000_jpg.rf.3b3d2e5d4dbdb27f057c9d1598c09e84.jpg,1,0.96328125,0.59140625,0.07265625,0.17578125
pedestrians_mov-0000_jpg.rf.3b3d2e5d4dbdb27f057c9d1598c09e84.jpg,0,0.9109375,0.5,0.046875,0.15625
pedestrians_mov-0000_jpg.rf.3b3d2e5d4dbdb27f057c9d1598c09e84.jpg,0,0.44609375,0.42578125,0.0578125,0.11328125
pedestrians_mov-0000_jpg.rf.3b3d2e5d4dbdb27f057c9d1598c09e84.jpg,0,0.5609375,0.4515625,0.05390625,0.109375
pedestrians_mov-0000_jpg.rf.3b3d2e5d4dbdb27f057c9d1598c09e84.jpg,0,0.10078125,0.43828125,0.059375,0.13515625
pedestrians_mov-0006_jpg.rf.11dd849c37a35be6de08cbc71caa993b.jpg,1,0.5796875,0.759375,0.096875,0.2265625
pedestrians_mov-0006_jpg.rf.11dd849c37a35be6de08cbc71caa993b.jpg,1,0.7734375,0.665625,0.1359375,0.2765625
pedestrians_mov-0006_jpg.rf.11dd849c37a35be6de08cbc71caa993b.jpg,1,0.61875,0.6234375,0.1078125,0.2609375
pedestrians_mov-0006_jpg.rf.11dd849c37a35be6de08cbc71caa993b.jpg,1,0.96796875,0.5421875,0.0640625,0.16875
pedestrians_mov-0006_jpg.rf.11dd849c37a35be6de08cbc71caa993b.jpg,0,0.7140625,0.4578125,0.06875,0.1546875
pedestrians_mov-0006_jpg.rf.11dd849c37a35be6de08cbc71caa993b.jpg,0,0.103125,0.44765625,0.0984375,0.171875
pedestrians_mov-0006_jpg.rf.11dd849c37a35be6de08cbc71caa993b.jpg,0,0.61640625,0.39453125,0.0578125,0.1421875
pedestrians_mov-0003_jpg.rf.904fafd94c9758c4deabc105373d1119.jpg,1,0.59140625,0.76015625,0.1421875,0.26875
pedestrians_mov-0003_jpg.rf.904fafd94c9758c4deabc105373d1119.jpg,1,0.80859375,0.584375,0.0984375,0.2171875
pedestrians_mov-0003_jpg.rf.904fafd94c9758c4deabc105373d1119.jpg,1,0.928125,0.5765625,0.0859375,0.2203125
pedestrians_mov-0003_jpg.rf.904fafd94c9758c4deabc105373d1119.jpg,1,0.87421875,0.53125,0.0671875,0.221875
pedestrians_mov-0003_jpg.rf.904fafd94c9758c4deabc105373d1119.jpg,1,0.1265625,0.4640625,0.0453125,0.153125
pedestrians_mov-0003_jpg.rf.904fafd94c9758c4deabc105373d1119.jpg,0,0.0875,0.46171875,0.0546875,0.175
pedestrians_mov-0003_jpg.rf.904fafd94c9758c4deabc105373d1119.jpg,1,0.334375,0.41328125,0.0453125,0.11875
pedestrians_mov-0001_jpg.rf.df7693515456d037ddb96a0283e577fc.jpg,1,0.5265625,0.8359375,0.2125,0.296875
pedestrians_mov-0001_jpg.rf.df7693515456d037ddb96a0283e577fc.jpg,1,0.77578125,0.48828125,0.1,0.165625
pedestrians_mov-0001_jpg.rf.df7693515456d037ddb96a0283e577fc.jpg,1,0.83515625,0.57265625,0.146875,0.2125
pedestrians_mov-0001_jpg.rf.df7693515456d037ddb96a0283e577fc.jpg,1,0.93515625,0.4796875,0.1296875,0.225
pedestrians_mov-0001_jpg.rf.df7693515456d037ddb96a0283e577fc.jpg,1,0.9484375,0.3890625,0.0859375,0.1578125
pedestrians_mov-0001_jpg.rf.df7693515456d037ddb96a0283e577fc.jpg,1,0.4828125,0.43671875,0.06875,0.1375
pedestrians_mov-0001_jpg.rf.df7693515456d037ddb96a0283e577fc.jpg,1,0.35234375,0.43359375,0.0765625,0.1265625
pedestrians_mov-0001_jpg.rf.df7693515456d037ddb96a0283e577fc.jpg,1,0.22421875,0.5140625,0.0890625,0.134375
pedestrians_mov-0001_jpg.rf.df7693515456d037ddb96a0283e577fc.jpg,0,0.1015625,0.54140625,0.0984375,0.134375
pedestrians_mov-0008_jpg.rf.f95e307dbf82f0c172f2210410c9a395.jpg,1,0.8734375,0.5625,0.15625,0.20625
pedestrians_mov-0008_jpg.rf.f95e307dbf82f0c172f2210410c9a395.jpg,1,0.7015625,0.6390625,0.1515625,0.26875
pedestrians_mov-0008_jpg.rf.f95e307dbf82f0c172f2210410c9a395.jpg,1,0.55078125,0.675,0.175,0.2875
pedestrians_mov-0008_jpg.rf.f95e307dbf82f0c172f2210410c9a395.jpg,1,0.53515625,0.52890625,0.1671875,0.2609375
pedestrians_mov-0008_jpg.rf.f95e307dbf82f0c172f2210410c9a395.jpg,3,0.9625,0.42109375,0.075,0.2015625
pedestrians_mov-0008_jpg.rf.f95e307dbf82f0c172f2210410c9a395.jpg,0,0.71015625,0.40078125,0.115625,0.1421875
pedestrians_mov-0008_jpg.rf.f95e307dbf82f0c172f2210410c9a395.jpg,0,0.090625,0.540625,0.11875,0.184375
pedestrians_mov-0008_jpg.rf.f95e307dbf82f0c172f2210410c9a395.jpg,0,0.7296875,0.390625,0.0953125,0.140625
pedestrians_mov-0008_jpg.rf.f0659f140c6d6efb56b527c20d0dcfca.jpg,1,0.846875,0.65078125,0.11484375,0.18359375
pedestrians_mov-0008_jpg.rf.f0659f140c6d6efb56b527c20d0dcfca.jpg,1,0.66171875,0.68359375,0.09375,0.253125
pedestrians_mov-0008_jpg.rf.f0659f140c6d6efb56b527c20d0dcfca.jpg,1,0.50703125,0.68203125,0.11328125,0.26875
pedestrians_mov-0008_jpg.rf.f0659f140c6d6efb56b527c20d0dcfca.jpg,1,0.52734375,0.53671875,0.11171875,0.240625
pedestrians_mov-0008_jpg.rf.f0659f140c6d6efb56b527c20d0dcfca.jpg,3,0.97734375,0.5375,0.0453125,0.196875
pedestrians_mov-0008_jpg.rf.f0659f140c6d6efb56b527c20d0dcfca.jpg,0,0.728125,0.4546875,0.0875,0.125
pedestrians_mov-0008_jpg.rf.f0659f140c6d6efb56b527c20d0dcfca.jpg,0,0.09296875,0.440625,0.08046875,0.1703125
pedestrians_mov-0008_jpg.rf.f0659f140c6d6efb56b527c20d0dcfca.jpg,0,0.74921875,0.44921875,0.065625,0.12890625
pedestrians_mov-0004_jpg.rf.32729e8489513cde2642e46487b00a04.jpg,1,0.4328125,0.80546875,0.1953125,0.2859375
pedestrians_mov-0004_jpg.rf.32729e8489513cde2642e46487b00a04.jpg,1,0.6265625,0.71640625,0.1625,0.296875
pedestrians_mov-0004_jpg.rf.32729e8489513cde2642e46487b00a04.jpg,1,0.76015625,0.6421875,0.10625,0.3265625
pedestrians_mov-0004_jpg.rf.32729e8489513cde2642e46487b00a04.jpg,1,0.946875,0.640625,0.0859375,0.21875
pedestrians_mov-0004_jpg.rf.32729e8489513cde2642e46487b00a04.jpg,1,0.875,0.56640625,0.09375,0.2625
pedestrians_mov-0004_jpg.rf.32729e8489513cde2642e46487b00a04.jpg,0,0.1125,0.4171875,0.0484375,0.1578125
pedestrians_mov-0004_jpg.rf.32729e8489513cde2642e46487b00a04.jpg,1,0.0734375,0.4125,0.053125,0.1453125
pedestrians_mov-0007_jpg.rf.3756fd391be29ef342453e24d438bbf0.jpg,1,0.828125,0.671875,0.16875,0.2734375
pedestrians_mov-0007_jpg.rf.3756fd391be29ef342453e24d438bbf0.jpg,1,0.621875,0.7125,0.1109375,0.290625
pedestrians_mov-0007_jpg.rf.3756fd391be29ef342453e24d438bbf0.jpg,1,0.51484375,0.6484375,0.1359375,0.2796875
pedestrians_mov-0007_jpg.rf.3756fd391be29ef342453e24d438bbf0.jpg,0,0.1078125,0.4015625,0.059375,0.153125
